"Código","Unidade Territorial","UF","Referência","Famílias PBF (até Out/2021)","Famílias PBF (a partir de Mar/2023)","Valor repassado às famílias PBF (até Out/2021)","Valor repassado às famílias PBF (a partir de Mar/2023)","Valor do Benefício médio (até Out/2021)","Valor do Benefício médio (a partir de Mar/2023)"
"250073","AMPARO","PB","2021","459","","884430","","1926,86",""
"250073","AMPARO","PB","2020","462","","383650,00","","830,41",""
"250077","APARECIDA","PB","2016","1263","","2700981,00","","2138,54",""
"250077","APARECIDA","PB","2021","1233","","1829155","","1483,50",""
"250077","APARECIDA","PB","2013","1221","","1988806","","1628,83",""
"250077","APARECIDA","PB","2014","1292","","2230159","","1726,13",""
"250077","APARECIDA","PB","2020","1241","","909088,00","","732,54",""
"250077","APARECIDA","PB","2017","1236","","2808924","","2272,59",""
"250077","APARECIDA","PB","2019","1167","","3099215,00","","2655,71",""
"250077","APARECIDA","PB","2018","1211","","2957104","","2441,87",""
"250077","APARECIDA","PB","2015","1311","","2388382","","1821,80",""
"250080","ARAÇAGI","PB","2021","3371","","4719307","","1399,97",""
"250080","ARAÇAGI","PB","2013","3135","","5881518","","1876,08",""
"250080","ARAÇAGI","PB","2019","3279","","8071405,00","","2461,54",""
"250080","ARAÇAGI","PB","2020","3396","","2468550,00","","726,90",""
"250080","ARAÇAGI","PB","2014","3266","","6268859","","1919,43",""
"250080","ARAÇAGI","PB","2017","3245","","6434574","","1982,92",""
"250080","ARAÇAGI","PB","2016","3015","","5998925,00","","1989,69",""
"250080","ARAÇAGI","PB","2015","3182","","6106360","","1919,03",""
"250080","ARAÇAGI","PB","2018","3362","","7315428","","2175,92",""
"250090","ARARA","PB","2020","2330","","1331752,00","","571,57",""
"250090","ARARA","PB","2021","2305","","2264424","","982,40",""
"250090","ARARA","PB","2018","2221","","4282846","","1928,34",""
"250090","ARARA","PB","2017","2012","","3815851","","1896,55",""
"250090","ARARA","PB","2019","2196","","4654142,00","","2119,37",""
"250090","ARARA","PB","2016","1893","","3768127,00","","1990,56",""
"250090","ARARA","PB","2014","2083","","3442736","","1652,78",""
"250090","ARARA","PB","2015","2033","","3576470","","1759,21",""
"250090","ARARA","PB","2013","2093","","2969182","","1418,62",""
"250100","ARARUNA","PB","2020","2561","","1561184,00","","609,60",""
"250100","ARARUNA","PB","2021","2658","","2653337","","998,25",""
"250100","ARARUNA","PB","2017","2859","","6537097","","2286,50",""
"250100","ARARUNA","PB","2015","2916","","6282905","","2154,63",""
"250100","ARARUNA","PB","2019","2502","","5748718,00","","2297,65",""
"250100","ARARUNA","PB","2018","2739","","6309727","","2303,66",""
"250100","ARARUNA","PB","2014","3017","","6275924","","2080,19",""
"250100","ARARUNA","PB","2013","3044","","5864762","","1926,66",""
"250100","ARARUNA","PB","2016","2789","","6145572,00","","2203,50",""
"250110","AREIA","PB","2019","3337","","7172057,00","","2149,25",""
"250110","AREIA","PB","2021","3518","","3333442","","947,54",""
"250110","AREIA","PB","2014","3760","","6265066","","1666,24",""
"250110","AREIA","PB","2016","3686","","6711970,00","","1820,94",""
"250110","AREIA","PB","2013","3651","","5860406","","1605,15",""
"250110","AREIA","PB","2018","3494","","7088496","","2028,76",""
"250110","AREIA","PB","2015","3719","","6373332","","1713,72",""
"250110","AREIA","PB","2020","3544","","2010319,00","","567,25",""
"250110","AREIA","PB","2017","3513","","6763943","","1925,40",""
"250115","AREIA DE BARAÚNAS","PB","2018","326","","1009845","","3097,68",""
"250115","AREIA DE BARAÚNAS","PB","2013","301","","691536","","2297,46",""
"250115","AREIA DE BARAÚNAS","PB","2015","312","","843279","","2702,82",""
"250115","AREIA DE BARAÚNAS","PB","2014","304","","788195","","2592,75",""
"250115","AREIA DE BARAÚNAS","PB","2019","320","","1048705,00","","3277,20",""
"250115","AREIA DE BARAÚNAS","PB","2020","317","","304535,00","","960,68",""
"250115","AREIA DE BARAÚNAS","PB","2017","324","","961842","","2968,65",""
"250115","AREIA DE BARAÚNAS","PB","2021","326","","664594","","2038,63",""
"250115","AREIA DE BARAÚNAS","PB","2016","302","","906673,00","","3002,23",""
"250120","AREIAL","PB","2013","1102","","2538750","","2303,77",""
"250120","AREIAL","PB","2014","1101","","2996376","","2721,50",""
"250120","AREIAL","PB","2016","1071","","3509519,00","","3276,86",""
"250120","AREIAL","PB","2018","1191","","3760645","","3157,55",""
"250120","AREIAL","PB","2021","1154","","2543034","","2203,67",""
"250120","AREIAL","PB","2020","1157","","1179068,00","","1019,07",""
"250120","AREIAL","PB","2017","1139","","3661289","","3214,48",""
"250120","AREIAL","PB","2019","1172","","3948848,00","","3369,32",""
"250120","AREIAL","PB","2015","1040","","3102187","","2982,87",""
"250130","AROEIRAS","PB","2018","3798","","11587560","","3050,96",""
"250130","AROEIRAS","PB","2013","3575","","9278768","","2595,46",""
"250130","AROEIRAS","PB","2015","3615","","11116584","","3075,13",""
"250130","AROEIRAS","PB","2016","3628","","11545971,00","","3182,46",""
"250130","AROEIRAS","PB","2014","3847","","10880610","","2828,34",""
"250130","AROEIRAS","PB","2020","3834","","3525439,00","","919,52",""
"250130","AROEIRAS","PB","2021","3822","","7734501","","2023,68",""
"250130","AROEIRAS","PB","2019","3668","","11790794,00","","3214,50",""
"250130","AROEIRAS","PB","2017","3578","","11230753","","3138,84",""
"250135","ASSUNÇÃO","PB","2020","839","","704463,00","","839,65",""
"250135","ASSUNÇÃO","PB","2017","789","","2166010","","2745,26",""
"250135","ASSUNÇÃO","PB","2014","609","","1496395","","2457,13",""
"250135","ASSUNÇÃO","PB","2021","855","","1530248","","1789,76",""
"250135","ASSUNÇÃO","PB","2013","587","","1384676","","2358,90",""
"250135","ASSUNÇÃO","PB","2015","589","","1646649","","2795,67",""
"250135","ASSUNÇÃO","PB","2018","909","","2466782","","2713,73",""
"250135","ASSUNÇÃO","PB","2016","665","","1955992,00","","2941,34",""
"250135","ASSUNÇÃO","PB","2019","869","","2625737,00","","3021,56",""
"250140","BAÍA DA TRAIÇÃO","PB","2016","1515","","3856946,00","","2545,84",""
"250140","BAÍA DA TRAIÇÃO","PB","2015","1526","","3736641","","2448,65",""
"250140","BAÍA DA TRAIÇÃO","PB","2017","1597","","4185345","","2620,75",""
"250140","BAÍA DA TRAIÇÃO","PB","2019","1720","","4647493,00","","2702,03",""
"250140","BAÍA DA TRAIÇÃO","PB","2014","1578","","3461590","","2193,66",""
"250140","BAÍA DA TRAIÇÃO","PB","2020","1757","","1560659,00","","888,25",""
"250140","BAÍA DA TRAIÇÃO","PB","2021","1796","","2841788","","1582,29",""
"250140","BAÍA DA TRAIÇÃO","PB","2013","1495","","2815084","","1883,00",""
"250140","BAÍA DA TRAIÇÃO","PB","2018","1710","","4573363","","2674,48",""
"250150","BANANEIRAS","PB","2020","3485","","2771059,00","","795,14",""
"250150","BANANEIRAS","PB","2016","3533","","10290697,00","","2912,74",""
"250150","BANANEIRAS","PB","2017","3456","","10409777","","3012,09",""
"250150","BANANEIRAS","PB","2014","3523","","8185459","","2323,43",""
"250150","BANANEIRAS","PB","2019","3321","","9688305,00","","2917,29",""
"250150","BANANEIRAS","PB","2013","3591","","7866190","","2190,53",""
"250150","BANANEIRAS","PB","2021","3558","","5611669","","1577,20",""
"250150","BANANEIRAS","PB","2018","3424","","9882870","","2886,35",""
"250150","BANANEIRAS","PB","2015","3609","","8969308","","2485,26",""
"250153","BARAÚNA","PB","2014","932","","1996520","","2142,19",""
"250153","BARAÚNA","PB","2021","906","","1372264","","1514,64",""
"250153","BARAÚNA","PB","2017","955","","2419152","","2533,14",""
"250153","BARAÚNA","PB","2015","884","","2212155","","2502,44",""
"250153","BARAÚNA","PB","2018","947","","2442567","","2579,27",""
"250153","BARAÚNA","PB","2016","890","","2380410,00","","2674,62",""
"250153","BARAÚNA","PB","2019","910","","2459397,00","","2702,63",""
"250153","BARAÚNA","PB","2013","862","","1800360","","2088,58",""
"250153","BARAÚNA","PB","2020","915","","683786,00","","747,31",""
"250157","BARRA DE SANTANA","PB","2017","1226","","2294031","","1871,15",""
"250157","BARRA DE SANTANA","PB","2021","1335","","1790955","","1341,54",""
"250157","BARRA DE SANTANA","PB","2013","1071","","1682990","","1571,42",""
"250157","BARRA DE SANTANA","PB","2015","1272","","2101410","","1652,05",""
"250157","BARRA DE SANTANA","PB","2018","1226","","2631163","","2146,14",""
"250157","BARRA DE SANTANA","PB","2016","1150","","2258922,00","","1964,28",""
"250157","BARRA DE SANTANA","PB","2019","1149","","2816739,00","","2451,47",""
"250157","BARRA DE SANTANA","PB","2014","1145","","1937082","","1691,77",""
"250157","BARRA DE SANTANA","PB","2020","1237","","803621,00","","649,65",""
"250160","BARRA DE SANTA ROSA","PB","2013","2596","","5197980","","2002,30",""
"250160","BARRA DE SANTA ROSA","PB","2021","2675","","4345333","","1624,42",""
"250160","BARRA DE SANTA ROSA","PB","2020","2704","","2133367,00","","788,97",""
"250160","BARRA DE SANTA ROSA","PB","2019","2620","","7513632,00","","2867,80",""
"250160","BARRA DE SANTA ROSA","PB","2017","2729","","7045535","","2581,73",""
"250160","BARRA DE SANTA ROSA","PB","2014","2658","","6114276","","2300,33",""
"250160","BARRA DE SANTA ROSA","PB","2016","2660","","6827075,00","","2566,57",""
"250160","BARRA DE SANTA ROSA","PB","2018","2719","","7360576","","2707,09",""
"250160","BARRA DE SANTA ROSA","PB","2015","2640","","6393244","","2421,68",""
"250170","BARRA DE SÃO MIGUEL","PB","2015","824","","1864753","","2263,05",""
"250170","BARRA DE SÃO MIGUEL","PB","2018","1323","","3234924","","2445,14",""
"250170","BARRA DE SÃO MIGUEL","PB","2019","1308","","3546596,00","","2711,46",""
"250170","BARRA DE SÃO MIGUEL","PB","2020","1305","","1060278,00","","812,47",""
"250170","BARRA DE SÃO MIGUEL","PB","2013","908","","1631772","","1797,11",""
"250170","BARRA DE SÃO MIGUEL","PB","2021","1296","","2162430","","1668,54",""
"250170","BARRA DE SÃO MIGUEL","PB","2017","1165","","2790206","","2395,03",""
"250170","BARRA DE SÃO MIGUEL","PB","2016","869","","2220668,00","","2555,43",""
"250170","BARRA DE SÃO MIGUEL","PB","2014","873","","1721493","","1971,93",""
"250180","BAYEUX","PB","2014","10896","","19254774","","1767,14",""
"250180","BAYEUX","PB","2019","11687","","24764675,00","","2118,99",""
"250180","BAYEUX","PB","2016","10811","","21734545,00","","2010,41",""
"250180","BAYEUX","PB","2013","10705","","16167810","","1510,30",""
"250180","BAYEUX","PB","2020","13147","","7707538,00","","586,26",""
"250180","BAYEUX","PB","2015","11345","","20709874","","1825,46",""
"250180","BAYEUX","PB","2018","11898","","23265084","","1955,38",""
"250180","BAYEUX","PB","2021","13114","","11575444","","882,68",""
"250180","BAYEUX","PB","2017","10973","","21374484","","1947,92",""
"250190","BELÉM","PB","2016","2661","","5321832,00","","1999,94",""
"250190","BELÉM","PB","2017","2579","","5276108","","2045,80",""
"250190","BELÉM","PB","2021","2626","","2525526","","961,74",""
"250190","BELÉM","PB","2015","2815","","5386735","","1913,58",""
"250190","BELÉM","PB","2014","2868","","5541607","","1932,22",""
"250190","BELÉM","PB","2020","2483","","1394166,00","","561,48",""
"250190","BELÉM","PB","2018","2538","","5289720","","2084,21",""
"250190","BELÉM","PB","2019","2320","","5110655,00","","2202,87",""
"250190","BELÉM","PB","2013","2900","","5110538","","1762,25",""
"250200","BELÉM DO BREJO DO CRUZ","PB","2021","1344","","1938063","","1442,01",""
"250200","BELÉM DO BREJO DO CRUZ","PB","2014","1309","","2472652","","1888,96",""
"250200","BELÉM DO BREJO DO CRUZ","PB","2013","1179","","2178182","","1847,48",""
"250200","BELÉM DO BREJO DO CRUZ","PB","2019","1287","","3376797,00","","2623,77",""
"250200","BELÉM DO BREJO DO CRUZ","PB","2015","1258","","2628908","","2089,75",""
"250200","BELÉM DO BREJO DO CRUZ","PB","2018","1302","","3119410","","2395,86",""
"250200","BELÉM DO BREJO DO CRUZ","PB","2016","1267","","2869735,00","","2264,98",""
"250200","BELÉM DO BREJO DO CRUZ","PB","2020","1333","","980409,00","","735,49",""
"250200","BELÉM DO BREJO DO CRUZ","PB","2017","1245","","2914809","","2341,21",""
"250205","BERNARDINO BATISTA","PB","2021","544","","1337889","","2459,35",""
"250205","BERNARDINO BATISTA","PB","2016","541","","1951842,00","","3607,84",""
"250205","BERNARDINO BATISTA","PB","2017","576","","1980646","","3438,62",""
"250205","BERNARDINO BATISTA","PB","2019","530","","1946264,00","","3672,20",""
"250205","BERNARDINO BATISTA","PB","2020","570","","621399,00","","1090,17",""
"250205","BERNARDINO BATISTA","PB","2018","560","","1982602","","3540,36",""
"250205","BERNARDINO BATISTA","PB","2015","544","","1833990","","3371,31",""
"250205","BERNARDINO BATISTA","PB","2014","569","","1721620","","3025,69",""
"250205","BERNARDINO BATISTA","PB","2013","526","","1528762","","2906,39",""
"250210","BOA VENTURA","PB","2014","899","","2203676","","2451,25",""
"250210","BOA VENTURA","PB","2013","922","","2170446","","2354,06",""
"250210","BOA VENTURA","PB","2017","1081","","2874514","","2659,12",""
"250210","BOA VENTURA","PB","2019","1104","","3302150,00","","2991,08",""
"250210","BOA VENTURA","PB","2020","1064","","1045760,00","","982,86",""
"250210","BOA VENTURA","PB","2016","915","","2467912,00","","2697,17",""
"250210","BOA VENTURA","PB","2015","865","","2177274","","2517,08",""
"250210","BOA VENTURA","PB","2018","1099","","3082687","","2804,99",""
"250210","BOA VENTURA","PB","2021","1062","","2022089","","1904,04",""
"250215","BOA VISTA","PB","2019","748","","1612541,00","","2155,80",""
"250215","BOA VISTA","PB","2018","766","","1562852","","2040,28",""
"250215","BOA VISTA","PB","2014","880","","1478841","","1680,50",""
"250215","BOA VISTA","PB","2015","811","","1493700","","1841,80",""
"250215","BOA VISTA","PB","2021","763","","718480","","941,65",""
"250215","BOA VISTA","PB","2016","832","","1542266,00","","1853,69",""
"250215","BOA VISTA","PB","2020","771","","447337,00","","580,20",""
"250215","BOA VISTA","PB","2017","803","","1574067","","1960,23",""
"250215","BOA VISTA","PB","2013","790","","1333312","","1687,74",""
"250220","BOM JESUS","PB","2015","385","","1231396","","3198,43",""
"250220","BOM JESUS","PB","2018","412","","1238288","","3005,55",""
"250220","BOM JESUS","PB","2019","341","","1038606,00","","3045,77",""
"250220","BOM JESUS","PB","2021","353","","600922","","1702,33",""
"250220","BOM JESUS","PB","2020","360","","297193,00","","825,54",""
"250220","BOM JESUS","PB","2017","400","","1280687","","3201,72",""
"250220","BOM JESUS","PB","2013","405","","1113704","","2749,89",""
"250220","BOM JESUS","PB","2014","408","","1202213","","2946,60",""
"250220","BOM JESUS","PB","2016","401","","1372988,00","","3423,91",""
"250230","BOM SUCESSO","PB","2020","876","","609722,00","","696,03",""
"250230","BOM SUCESSO","PB","2013","908","","1568756","","1727,70",""
"250230","BOM SUCESSO","PB","2015","888","","1853241","","2086,98",""
"250230","BOM SUCESSO","PB","2017","913","","1926685","","2110,28",""
"250230","BOM SUCESSO","PB","2014","943","","1825935","","1936,30",""
"250230","BOM SUCESSO","PB","2016","860","","1878690,00","","2184,52",""
"250230","BOM SUCESSO","PB","2019","833","","2113853,00","","2537,64",""
"250230","BOM SUCESSO","PB","2021","881","","1201646","","1363,96",""
"250230","BOM SUCESSO","PB","2018","886","","2083391","","2351,46",""
"250240","BONITO DE SANTA FÉ","PB","2017","1633","","4202864","","2573,71",""
"250240","BONITO DE SANTA FÉ","PB","2019","1577","","4610210,00","","2923,41",""
"250240","BONITO DE SANTA FÉ","PB","2014","1682","","3356147","","1995,33",""
"250240","BONITO DE SANTA FÉ","PB","2015","1695","","3556151","","2098,02",""
"250240","BONITO DE SANTA FÉ","PB","2016","1683","","3922560,00","","2330,70",""
"250240","BONITO DE SANTA FÉ","PB","2018","1625","","4372363","","2690,68",""
"250240","BONITO DE SANTA FÉ","PB","2013","1589","","3035192","","1910,13",""
"250240","BONITO DE SANTA FÉ","PB","2021","1658","","3016108","","1819,12",""
"250240","BONITO DE SANTA FÉ","PB","2020","1646","","1423508,00","","864,83",""
"250250","BOQUEIRÃO","PB","2013","2417","","4960648","","2052,40",""
"250250","BOQUEIRÃO","PB","2021","3115","","4685882","","1504,30",""
"250250","BOQUEIRÃO","PB","2020","3119","","2536767,00","","813,33",""
"250250","BOQUEIRÃO","PB","2018","3195","","8163098","","2554,96",""
"250250","BOQUEIRÃO","PB","2014","2574","","6279216","","2439,48",""
"250250","BOQUEIRÃO","PB","2015","2434","","6618298","","2719,10",""
"250250","BOQUEIRÃO","PB","2017","3097","","8116019","","2620,61",""
"250250","BOQUEIRÃO","PB","2019","3146","","8518716,00","","2707,79",""
"250250","BOQUEIRÃO","PB","2016","2579","","7372622,00","","2858,71",""
"250260","IGARACY","PB","2021","1048","","1802984","","1720,40",""
"250260","IGARACY","PB","2020","1052","","911686,00","","866,62",""
"250260","IGARACY","PB","2014","1032","","2379755","","2305,96",""
"250260","IGARACY","PB","2019","1066","","3017436,00","","2830,62",""
"250260","IGARACY","PB","2018","1113","","2937622","","2639,37",""
"250260","IGARACY","PB","2015","959","","2444320","","2548,82",""
"250260","IGARACY","PB","2016","984","","2674613,00","","2718,10",""
"250260","IGARACY","PB","2013","1059","","2260952","","2134,99",""
"250260","IGARACY","PB","2017","1105","","2794243","","2528,73",""
"250270","BORBOREMA","PB","2014","877","","1789348","","2040,31",""
"250270","BORBOREMA","PB","2020","804","","573670,00","","713,52",""
"250270","BORBOREMA","PB","2017","840","","1960240","","2333,62",""
"250270","BORBOREMA","PB","2019","766","","1985806,00","","2592,44",""
"250270","BORBOREMA","PB","2013","843","","1736262","","2059,62",""
"250270","BORBOREMA","PB","2021","805","","1127109","","1400,14",""
"250270","BORBOREMA","PB","2018","798","","1983530","","2485,63",""
"250270","BORBOREMA","PB","2016","858","","1932521,00","","2252,36",""
"250270","BORBOREMA","PB","2015","900","","1840150","","2044,61",""
"250280","BREJO DO CRUZ","PB","2019","2115","","4827860,00","","2282,68",""
"250280","BREJO DO CRUZ","PB","2021","2214","","2226217","","1005,52",""
"250280","BREJO DO CRUZ","PB","2020","2208","","1324451,00","","599,84",""
"250280","BREJO DO CRUZ","PB","2014","2187","","3703377","","1693,36",""
"250280","BREJO DO CRUZ","PB","2015","2063","","3898300","","1889,63",""
"250280","BREJO DO CRUZ","PB","2016","2102","","4423961,00","","2104,64",""
"250280","BREJO DO CRUZ","PB","2013","2090","","3474384","","1662,38",""
"250280","BREJO DO CRUZ","PB","2017","2215","","4696466","","2120,30",""
"250280","BREJO DO CRUZ","PB","2018","2216","","4780619","","2157,32",""
"250290","BREJO DOS SANTOS","PB","2014","1150","","3004016","","2612,19",""
"250290","BREJO DOS SANTOS","PB","2015","1107","","3066315","","2769,93",""
"250290","BREJO DOS SANTOS","PB","2019","1021","","3082817,00","","3019,41",""
"250290","BREJO DOS SANTOS","PB","2020","1039","","864995,00","","832,53",""
"250290","BREJO DOS SANTOS","PB","2021","1031","","1691070","","1640,22",""
