CO_MUNICIPIO;PIB_2013;PIB_2014;PIB_2015;PIB_2016;PIB_2017;PIB_2018;PIB_2019;PIB_2020;PIB_2021
2504033;41596;45220;49142;55124;60048;60017;62122;71116;75638
2504074;25143;27329;30652;30998;34691;36339;39057;40492;42197
2504108;19365;21664;22351;23423;25579;25779;27408;29054;30950
2504157;43579;47677;50288;54741;59294;60634;61165;67366;70018
2504207;33592;34159;35134;39543;40217;43287;45261;48565;52899
2504306;252503;296460;332309;363091;380058;393493;438050;456782;505607
2504355;47635;55764;57600;51312;56763;55099;52203;57238;61665
2504405;114057;131687;141440;153944;161118;170737;180181;192205;209010
2504504;41203;45879;50073;55313;57481;59963;60220;82288;90373
2504603;543629;563976;567721;592787;636152;712621;809844;890607;1286990
2504702;38561;43752;47660;48462;50494;51573;51456;54649;61704
2504801;101975;123553;130626;142259;141093;150014;142401;196738;249601
2504850;12839;13776;16704;18313;19190;20235;20762;22527;24017
2504900;106313;117274;122568;135792;127580;133172;151570;165362;191194
2505006;45383;50441;55592;56753;59221;65030;66083;67701;76814
2505105;137790;156970;165524;178642;190743;204338;209907;215819;220439
2505204;39307;43910;48327;52224;56891;56924;63757;62092;66742
2505238;45096;47336;50975;52528;55257;63300;60490;67720;74110
2505279;37090;38185;37114;40710;47210;48455;49157;51360;55526
2505303;16758;19155;20616;21523;19978;22134;23362;24919;26783
2505352;30282;32377;35449;38981;41814;42138;42880;46271;50276
2505402;44650;52405;53940;60153;59117;60649;61524;67393;72715
2505501;23071;25369;26738;29754;33191;33899;35561;36770;39390
2505600;41101;44947;46827;49392;53269;53047;55005;55479;59345
2505709;59258;66649;70012;77489;81255;80484;82106;84952;93830
2505808;30138;32315;36284;36297;37670;39447;40406;42040;45025
2505907;24171;25736;26747;29130;32011;33684;34101;37698;41639
2506004;311401;353185;372235;403293;408056;403539;440224;467759;507256
2506103;74895;81847;88812;87853;87471;92542;93281;101934;105312
2506202;19623;22456;24891;25550;26563;28626;29974;28869;30264
2506251;46492;50649;54428;57776;64867;64606;66691;69557;76211
2506301;633402;788502;849477;939091;947355;959201;1086632;1057345;1790168
2506400;102948;110006;122931;131729;134905;132791;130027;137913;150970
2506509;21837;24983;28064;30001;30537;31540;32357;35154;38324
2506608;34777;39958;42306;46043;47407;48669;49677;52443;57772
2506707;58807;65665;68615;72767;75523;76537;83883;90919;98314
2506806;115034;128870;136002;152155;155991;165950;179280;196937;194961
2506905;198345;230065;246052;257999;273668;287143;308011;318024;335812
2507002;194583;222999;236871;251096;273904;279755;299852;308928;341235
2507101;122916;133095;150356;164815;172236;172664;182845;189740;206433
2507200;75844;84549;87737;95887;105331;111435;124482;141887;155216
2507309;95730;102743;110423;123887;120942;125942;135502;147576;165130
2507408;46798;53493;55986;58812;62623;64623;68120;71029;76303
2507507;15002609;17449530;18272539;18740050;19740717;19810216;20846014;20728227;22244284
2507606;44646;50273;53604;57166;63093;62800;62263;71196;73121
2507705;106043;125298;134455;144780;154338;172349;184579;190200;210329
2507804;46646;55937;61437;70293;65187;69906;72918;79427;96602
2507903;76287;84177;87344;99283;99769;97969;103485;111256;117363
2508000;54129;59294;63812;70983;74008;73573;75825;80599;87266
2508109;26305;29471;31651;33479;37793;37904;40085;47492;51232
2508208;50628;56547;61862;66586;71622;72719;74351;78625;83537
